"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Onychoprion aleuticus",6562,"species","aleter1","Aleutian Tern","Charadriiformes","Laridae",NA,"שחפית אלאוטית"
"Hylopezus whittakeri",13927,"species","alfant1","Alta Floresta Antpitta","Passeriformes","Grallariidae",NA,"Alta Floresta Antpitta"
"Philydor novaesi",14748,"species","alfgle1","Alagoas Foliage-gleaner","Passeriformes","Furnariidae",NA,"Alagoas Foliage-gleaner"
"Sitta ledanti",26379,"species","algnut1","Algerian Nuthatch","Passeriformes","Sittidae",NA,"סיטה אלג'יראית"
"Percnostola arenarum",13624,"species","allant1","Allpahuayo Antbird","Passeriformes","Thamnophilidae",NA,"Allpahuayo Antbird"
"Porphyrio alleni",5432,"species","allgal1","Allen's Gallinule","Gruiformes","Rallidae",NA,"פורפיריה אפריקנית"
"Selasphorus sasin",4767,"species","allhum","Allen's Hummingbird","Caprimulgiformes","Trochilidae",NA,"Allen's Hummingbird"
"Myzomela prawiradilagae",17539,"species","alomyz1","Alor Myzomela","Passeriformes","Meliphagidae",NA,"Alor Myzomela"
"Prunella collaris",30832,"species","alpacc1","Alpine Accentor","Passeriformes","Prunellidae",NA,"סתרי צוקים"
"Phylloscopus affinis occisinensis",24293,"issf","alplew1","Tickell's Leaf Warbler (Alpine)","Passeriformes","Phylloscopidae","y00989","Tickell's Leaf Warbler (Alpine)"
"Lonchura monticola",30499,"species","alpmun1","Alpine Munia","Passeriformes","Estrildidae",NA,"Alpine Munia"
"Anthus gutturalis",31194,"species","alppip1","Alpine Pipit","Passeriformes","Motacillidae",NA,"Alpine Pipit"
"Petroica bivittata",21264,"species","alprob1","Subalpine Robin","Passeriformes","Petroicidae",NA,"Subalpine Robin"
"Apus melba",4024,"species","alpswi1","Alpine Swift","Caprimulgiformes","Apodidae",NA,"סיס הרים"
"Scytalopus alvarezlopezi",14067,"species","alptap1","Tatama Tapaculo","Passeriformes","Rhinocryptidae",NA,"Tatama Tapaculo"
"Zoothera mollissima",27608,"species","alpthr1","Alpine Thrush","Passeriformes","Turdidae",NA,"Alpine Thrush"
"Phoenicurus alaschanicus",28976,"species","alsred1","Ala Shan Redstart","Passeriformes","Muscicapidae",NA,"Ala Shan Redstart"
"Icterus gularis",33076,"species","altori","Altamira Oriole","Passeriformes","Icteridae",NA,"Altamira Oriole"
"Tetraogallus altaicus",1618,"species","altsno1","Altai Snowcock","Galliformes","Phasianidae",NA,"תרנגול שלג אלטאי"
"Geothlypis flavovelata",33347,"species","altyel1","Altamira Yellowthroat","Passeriformes","Parulidae",NA,"Altamira Yellowthroat"
"Myrmothera berlepschi",13933,"species","amaant1","Amazonian Antpitta","Passeriformes","Grallariidae",NA,"Amazonian Antpitta"
"Thamnophilus amazonicus",13238,"species","amaant2","Amazonian Antshrike","Passeriformes","Thamnophilidae",NA,"Amazonian Antshrike"
"Dendrocolaptes certhia",14321,"species","amabaw1","Amazonian Barred-Woodcreeper","Passeriformes","Furnariidae",NA,"Amazonian Barred-Woodcreeper"
"Dendrocolaptes certhia radiolatus",14322,"issf","amabaw2","Amazonian Barred-Woodcreeper (Napo)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Napo)"
"Dendrocolaptes certhia certhia",14323,"issf","amabaw3","Amazonian Barred-Woodcreeper (Amazonian)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Amazonian)"
"Dendrocolaptes certhia juruanus/polyzonus",14324,"issf","amabaw4","Amazonian Barred-Woodcreeper (Jurua)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Jurua)"
"Dendrocolaptes certhia concolor",14327,"issf","amabaw5","Amazonian Barred-Woodcreeper (Plain-colored)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Plain-colored)"
"Dendrocolaptes certhia ridgwayi",14328,"issf","amabaw6","Amazonian Barred-Woodcreeper (Ridgway's)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Ridgway's)"
"Dendrocolaptes certhia medius",14330,"issf","amabaw7","Amazonian Barred-Woodcreeper (Todd's)","Passeriformes","Furnariidae","amabaw1","Amazonian Barred-Woodcreeper (Todd's)"
"Amazilis amazilia",5047,"species","amahum1","Amazilia Hummingbird","Caprimulgiformes","Trochilidae",NA,"Amazilia Hummingbird"
"Amazilis amazilia [dumerilii Group]",5048,"issf","amahum2","Amazilia Hummingbird (White-throated)","Caprimulgiformes","Trochilidae","amahum1","Amazilia Hummingbird (White-throated)"
"Amazilis amazilia amazilia",5053,"issf","amahum4","Amazilia Hummingbird (Green-throated)","Caprimulgiformes","Trochilidae","amahum1","Amazilia Hummingbird (Green-throated)"
"Amazilis amazilia caeruleigularis",5054,"issf","amahum5","Amazilia Hummingbird (Blue-throated)","Caprimulgiformes","Trochilidae","amahum1","Amazilia Hummingbird (Blue-throated)"
"Chloroceryle amazona",9945,"species","amakin1","Amazon Kingfisher","Coraciiformes","Alcedinidae",NA,"Amazon Kingfisher"
"Nannopsittaca dachilleae",12476,"species","amapar1","Amazonian Parrotlet","Psittaciformes","Psittacidae",NA,"Amazonian Parrotlet"
"Glaucidium hardyi",8746,"species","amapyo1","Amazonian Pygmy-Owl","Strigiformes","Strigidae",NA,"Amazonian Pygmy-Owl"
"Synallaxis [undescribed Amazonian form]",15193,"form","amaspi1","Amazonian Spinetail (undescribed form)","Passeriformes","Furnariidae",NA,"Amazonian Spinetail (undescribed form)"
"Myrmotherula multostriata",13362,"species","amasta1","Amazonian Streaked-Antwren","Passeriformes","Thamnophilidae",NA,"Amazonian Streaked-Antwren"
"Hedydipna pallidigaster",29570,"species","amasun2","Amani Sunbird","Passeriformes","Nectariniidae",NA,"Amani Sunbird"
"Inezia subflava",16415,"species","amatyr1","Amazonian Tyrannulet","Passeriformes","Tyrannidae",NA,"Amazonian Tyrannulet"
"Myadestes woahensis",27601,"species","amaui","Amaui","Passeriformes","Turdidae",NA,"Amaui"
"Cephalopterus ornatus",15507,"species","amaumb1","Amazonian Umbrellabird","Passeriformes","Cotingidae",NA,"Amazonian Umbrellabird"
"Scolopax mira",6058,"species","amawoo1","Amami Woodcock","Charadriiformes","Scolopacidae",NA,"Amami Woodcock"
"Amazona sp.",12633,"spuh","amazon","amazon sp.","Psittaciformes","Psittacidae",NA,"amazon sp."
"Anas rubripes",527,"species","ambduc","American Black Duck","Anseriformes","Anatidae",NA,"ברווז שחור אמריקני"
"Knipolegus poecilocercus",16635,"species","ambtyr1","Amazonian Black-Tyrant","Passeriformes","Tyrannidae",NA,"Amazonian Black-Tyrant"
"Zosterops kuehni",25289,"species","ambwhe1","Ambon White-eye","Passeriformes","Zosteropidae",NA,"Ambon White-eye"
"Recurvirostra americana",5706,"species","ameavo","American Avocet","Charadriiformes","Recurvirostridae",NA,"American Avocet"
"Botaurus lentiginosus",7249,"species","amebit","American Bittern","Pelecaniformes","Ardeidae",NA,"אנפה משורטטת אמריקנית"
"Phapitreron amethystinus amethystinus/imeldae",2466,"issf","amebrd1","Amethyst Brown-Dove (Amethyst)","Columbiformes","Columbidae","amedov1","Amethyst Brown-Dove (Amethyst)"
"Phapitreron amethystinus maculipectus",2469,"issf","amebrd2","Amethyst Brown-Dove (Gray-breasted)","Columbiformes","Columbidae","amedov1","Amethyst Brown-Dove (Gray-breasted)"
"Phapitreron amethystinus frontalis",2470,"issf","amebrd3","Amethyst Brown-Dove (Cebu)","Columbiformes","Columbidae","amedov1","Amethyst Brown-Dove (Cebu)"
"Fulica americana (Red-shielded)",5421,"form","amecoo","American Coot (Red-shielded)","Gruiformes","Rallidae","y00475","American Coot (Red-shielded)"
"Corvus brachyrhynchos",21054,"species","amecro","American Crow","Passeriformes","Corvidae",NA,"American Crow"
"Cinclus mexicanus",27090,"species","amedip","American Dipper","Passeriformes","Cinclidae",NA,"אמודאי אמריקני"
"Cinclus mexicanus [mexicanus Group]",27091,"issf","amedip1","American Dipper (Northern)","Passeriformes","Cinclidae","amedip","American Dipper (Northern)"
"Cinclus mexicanus ardesiacus",27095,"issf","amedip2","American Dipper (Costa Rican)","Passeriformes","Cinclidae","amedip","American Dipper (Costa Rican)"
"Phapitreron amethystinus",2465,"species","amedov1","Amethyst Brown-Dove","Columbiformes","Columbidae",NA,"Amethyst Brown-Dove"
"Spinus tristis",31953,"species","amegfi","American Goldfinch","Passeriformes","Fringillidae",NA,"American Goldfinch"
"Falco sparverius",11697,"species","amekes","American Kestrel","Falconiformes","Falconidae",NA,"בז אמריקני"
"Falco sparverius [sparverius Group]",11698,"issf","amekes1","American Kestrel (Northern)","Falconiformes","Falconidae","amekes","American Kestrel (Northern)"
"Falco sparverius [cinnamominus Group]",11707,"issf","amekes2","American Kestrel (South American)","Falconiformes","Falconidae","amekes","American Kestrel (South American)"
"Falco sparverius caribaearum",11704,"issf","amekes3","American Kestrel (Eastern Caribbean)","Falconiformes","Falconidae","amekes","American Kestrel (Eastern Caribbean)"
"Falco sparverius dominicensis",11705,"issf","amekes4","American Kestrel (Hispaniolan)","Falconiformes","Falconidae","amekes","American Kestrel (Hispaniolan)"
"Falco sparverius sparverioides",11706,"issf","amekes5","American Kestrel (Cuban)","Falconiformes","Falconidae","amekes","American Kestrel (Cuban)"
"Falco sparverius fernandensis",11716,"issf","amekes6","American Kestrel (Juan Fernandez)","Falconiformes","Falconidae","amekes","American Kestrel (Juan Fernandez)"
"Falco sparverius paulus",11703,"issf","amekes7","American Kestrel (Southeastern)","Falconiformes","Falconidae","amekes","American Kestrel (Southeastern)"
"Haematopus palliatus",5725,"species","ameoys","American Oystercatcher","Charadriiformes","Haematopodidae",NA,"שלצדף אמריקני"
"Anthus rubescens",31227,"species","amepip","American Pipit","Passeriformes","Motacillidae",NA,"פפיון אמריקני"
"Anthus rubescens [rubescens Group]",31229,"issf","amepip2","American Pipit (rubescens Group)-","Passeriformes","Motacillidae","amepip","American Pipit (rubescens Group)-"
"Setophaga ruticilla",33378,"species","amered","American Redstart","Passeriformes","Parulidae",NA,"סבכון חכלילי"
"Turdus migratorius",27969,"species","amerob","American Robin","Passeriformes","Turdidae",NA,"קיכלי נודד"
"Turdus migratorius [migratorius Group]",27971,"issf","amerob1","American Robin (migratorius Group)","Passeriformes","Turdidae","amerob","American Robin (migratorius Group)"
"Turdus migratorius confinis",27977,"issf","amerob2","American Robin (San Lucas)","Passeriformes","Turdidae","amerob","American Robin (San Lucas)"
"Turdus migratorius nigrideus",27970,"issf","amerob3","American Robin (nigrideus)","Passeriformes","Turdidae","amerob","American Robin (nigrideus)"
"Chalcomitra amethystina",29624,"species","amesun2","Amethyst Sunbird","Passeriformes","Nectariniidae",NA,"Amethyst Sunbird"
"Mareca americana",477,"species","amewig","American Wigeon","Anseriformes","Anatidae",NA,"ברווז אמריקני"
"Scolopax minor",6064,"species","amewoo","American Woodcock","Charadriiformes","Scolopacidae",NA,"American Woodcock"
"Calliphlox amethystina",4708,"species","amewoo1","Amethyst Woodstar","Caprimulgiformes","Trochilidae",NA,"Amethyst Woodstar"
"Pluvialis dominica",5741,"species","amgplo","American Golden-Plover","Charadriiformes","Charadriidae",NA,"חופזי אמריקני"
"Larus argentatus smithsonianus",6441,"issf","amhgul1","American Herring Gull","Charadriiformes","Laridae","hergul","שחף מערבי"
"Ammomanes sp.",21892,"spuh","ammoma1","Ammomanes sp.","Passeriformes","Alaudidae",NA,"עפרוני מדבר / חכלילי"
"Ammospiza sp.",32568,"spuh","ammosp1","Ammospiza sp.","Passeriformes","Passerellidae",NA,"Ammospiza sp."
"Monticola erythronotus",29016,"species","ammrot1","Amber Mountain Rock-Thrush","Passeriformes","Muscicapidae",NA,"Amber Mountain Rock-Thrush"
"Chloroceryle aenea",9946,"species","ampkin1","American Pygmy Kingfisher","Coraciiformes","Alcedinidae",NA,"American Pygmy Kingfisher"
"Scytalopus whitneyi",14036,"species","amptap1","Ampay Tapaculo","Passeriformes","Rhinocryptidae",NA,"Ampay Tapaculo"
"Mareca marecula",486,"species","amsduc1","Amsterdam Duck","Anseriformes","Anatidae",NA,"Amsterdam Duck"
"Sublegatus obscurior",16599,"species","amsfly1","Amazonian Scrub-Flycatcher","Passeriformes","Tyrannidae",NA,"Amazonian Scrub-Flycatcher"
"Lampornis amethystinus",4685,"species","amthum1","Amethyst-throated Mountain-gem","Caprimulgiformes","Trochilidae",NA,"Amethyst-throated Mountain-gem"
"Lampornis amethystinus [amethystinus Group]",4686,"issf","amthum2","Amethyst-throated Mountain-gem (Amethyst-throated)","Caprimulgiformes","Trochilidae","amthum1","Amethyst-throated Mountain-gem (Amethyst-throated)"
"Lampornis amethystinus margaritae",4691,"issf","amthum3","Amethyst-throated Mountain-gem (Violet-throated)","Caprimulgiformes","Trochilidae","amthum1","Amethyst-throated Mountain-gem (Violet-throated)"
"Spizelloides arborea",32421,"species","amtspa","American Tree Sparrow","Passeriformes","Passerellidae",NA,"American Tree Sparrow"
"Heliangelus clarisse",4347,"species","amtsun2","Longuemare's Sunangel","Caprimulgiformes","Trochilidae",NA,"Longuemare's Sunangel"
"Heliangelus amethysticollis",4351,"species","amtsun3","Amethyst-throated Sunangel","Caprimulgiformes","Trochilidae",NA,"Amethyst-throated Sunangel"
"Heliangelus spencei",4350,"species","amtsun4","Merida Sunangel","Caprimulgiformes","Trochilidae",NA,"Merida Sunangel"
"Falco amurensis",11727,"species","amufal1","Amur Falcon","Falconiformes","Falconidae",NA,"בז אמור"
"Terpsiphone incei",20222,"species","amupaf1","Amur Paradise-Flycatcher","Passeriformes","Monarchidae",NA,"Amur Paradise-Flycatcher"
"Pelecanus erythrorhynchos",7223,"species","amwpel","American White Pelican","Pelecaniformes","Pelecanidae",NA,"שקנאי אמריקני"
"Anabacerthia sp.",14768,"spuh","anabac1","Anabacerthia sp.","Passeriformes","Furnariidae",NA,"Anabacerthia sp."
"Anairetes sp.",16190,"spuh","anaire1","Anairetes sp.","Passeriformes","Tyrannidae",NA,"Anairetes sp."
"Anas sp.",603,"spuh","anas1","Anas sp.","Anseriformes","Anatidae",NA,"ברווז Anas בלתי-מזוהה"
"Estrilda poliopareia",30643,"species","anawax1","Anambra Waxbill","Passeriformes","Estrildidae",NA,"Anambra Waxbill"
"Pogonotriccus lanyoni",15840,"species","anbtyr1","Antioquia Bristle-Tyrant","Passeriformes","Tyrannidae",NA,"Antioquia Bristle-Tyrant"
"Nesillas typica longicaudata",23093,"issf","anbwar1","Malagasy Brush-Warbler (Anjouan)","Passeriformes","Acrocephalidae","malbrw1","Malagasy Brush-Warbler (Anjouan)"
"Herpsilochmus gentryi",13433,"species","ancant1","Ancient Antwren","Passeriformes","Thamnophilidae",NA,"Ancient Antwren"
"Stactolaema anchietae",10275,"species","ancbar1","Anchieta's Barbet","Piciformes","Lybiidae",NA,"Anchieta's Barbet"
"Xenocopsychus ansorgei",28617,"species","anccha1","Angola Cave-Chat","Passeriformes","Muscicapidae",NA,"Angola Cave-Chat"
"Macropygia rufipennis",2109,"species","ancdov1","Andaman Cuckoo-Dove","Columbiformes","Columbidae",NA,"Andaman Cuckoo-Dove"
"Orthorhyncus cristatus",4863,"species","anchum1","Antillean Crested Hummingbird","Caprimulgiformes","Trochilidae",NA,"Antillean Crested Hummingbird"
"Orthorhyncus cristatus exilis",4864,"issf","anchum2","Antillean Crested Hummingbird (Lesser Antilles)","Caprimulgiformes","Trochilidae","anchum1","Antillean Crested Hummingbird (Lesser Antilles)"
"Orthorhyncus cristatus ornatus",4865,"issf","anchum3","Antillean Crested Hummingbird (St. Vincent)","Caprimulgiformes","Trochilidae","anchum1","Antillean Crested Hummingbird (St. Vincent)"
"Orthorhyncus cristatus cristatus",4866,"issf","anchum4","Antillean Crested Hummingbird (Barbados)","Caprimulgiformes","Trochilidae","anchum1","Antillean Crested Hummingbird (Barbados)"
"Orthorhyncus cristatus emigrans",4867,"issf","anchum5","Antillean Crested Hummingbird (Grenadines and Grenada)","Caprimulgiformes","Trochilidae","anchum1","Antillean Crested Hummingbird (Grenadines and Grenada)"
"Synthliboramphus antiquus",6331,"species","ancmur","Ancient Murrelet","Charadriiformes","Alcidae",NA,"אלקית בהירת-מקור"
"Anthreptes anchietae",29516,"species","ancsun1","Anchieta's Sunbird","Passeriformes","Nectariniidae",NA,"Anchieta's Sunbird"
"Scytalopus affinis",14024,"species","anctap1","Ancash Tapaculo","Passeriformes","Rhinocryptidae",NA,"Ancash Tapaculo"
"Recurvirostra andina",5705,"species","andavo1","Andean Avocet","Charadriiformes","Recurvirostridae",NA,"Andean Avocet"
"Brachypodius fuscoflavescens",23931,"species","andbul1","Andaman Bulbul","Passeriformes","Pycnonotidae",NA,"Andaman Bulbul"
"Vultur gryphus",7544,"species","andcon1","Andean Condor","Cathartiformes","Cathartidae",NA,"Andean Condor"
"Rupicola peruvianus",15489,"species","andcot1","Andean Cock-of-the-rock","Passeriformes","Cotingidae",NA,"Andean Cock-of-the-rock"
"Centropus andamanensis",3091,"species","andcou1","Andaman Coucal","Cuculiformes","Cuculidae",NA,"Andaman Coucal"
"Rallina canningi",5494,"species","andcra1","Andaman Crake","Gruiformes","Rallidae",NA,"Andaman Crake"
"Coracina dobsoni",18291,"species","andcus1","Andaman Cuckooshrike","Passeriformes","Campephagidae",NA,"Andaman Cuckooshrike"
"Dicrurus andamanensis",20032,"species","anddro1","Andaman Drongo","Passeriformes","Dicruridae",NA,"Andaman Drongo"
"Oxyura ferruginea",725,"species","andduc1","Andean Duck","Anseriformes","Anatidae",NA,"Andean Duck"
"Oxyura ferruginea andina",726,"issf","andduc2","Andean Duck (andina)","Anseriformes","Anatidae","andduc1","Andean Duck (andina)"
"Uranomitra franciae",5055,"species","andeme1","Andean Emerald","Caprimulgiformes","Trochilidae",NA,"Andean Emerald"
"Phoenicoparrus andinus",1776,"species","andfla2","Andean Flamingo","Phoenicopteriformes","Phoenicopteridae",NA,"פלמינגו אנדים"
"Colaptes rupicola",11596,"species","andfli1","Andean Flicker","Piciformes","Picidae",NA,"Andean Flicker"
"Colaptes rupicola cinereicapillus",11597,"issf","andfli2","Andean Flicker (Northern)","Piciformes","Picidae","andfli1","Andean Flicker (Northern)"
"Colaptes rupicola rupicola/puna",11598,"issf","andfli3","Andean Flicker (Southern)","Piciformes","Picidae","andfli1","Andean Flicker (Southern)"
