SciName,campaign,year,season,unit,subunit,site,point_name,habitat,lon,lat,date,time,rad_0_20,rad_20_100,rad_100_250,rad_over_250,protocol,monitors_name,comment_weather,comment_disturbances,notes,record_id,total_count,weather_desc,wind,precipitation,temperature,clouds,disturbances,pilot,agriculture,settlements,dunes,land_use,interaction,protocol.version,established,SPECIES_CODE,count_under_250
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 2,NA,34.953556,31.651778,20/04/2017 00:00,10:20:00,2,4,4,9,A,Eran Banker,Clear warm,NA,NA,NA,19,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,10
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 2,NA,34.953556,31.651778,20/04/2017 00:00,10:20:00,2,4,3,5,B,Eran Banker,NA,NA,NA,NA,14,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,9
Spilopelia senegalensis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 2,NA,34.953556,31.651778,20/04/2017 00:00,10:20:00,0,1,0,0,A,Eran Banker,Clear warm,NA,NA,NA,1,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,laudov1,1
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 2,NA,34.953556,31.651778,20/04/2017 00:00,10:20:00,2,5,4,0,A,Eran Banker,Clear warm,NA,NA,NA,11,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,sarwar1,11
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 2,NA,34.953556,31.651778,20/04/2017 00:00,10:20:00,0,2,1,0,B,Eran Banker,NA,NA,NA,NA,3,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,sarwar1,3
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 2,NA,34.953556,31.651778,20/04/2017 00:00,10:20:00,2,5,5,3,A,Eran Banker,Clear warm,NA,NA,NA,15,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,12
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 2,NA,34.953556,31.651778,20/04/2017 00:00,10:20:00,0,0,0,8,B,Eran Banker,NA,NA,NA,NA,8,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,0
Alectoris chukar,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,0,0,2,A,Eran Banker,Clear Warm,NA,NA,NA,2,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,chukar,0
Apus apus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,15,30,20,A,Eran Banker,Clear Warm,NA,NA,NA,65,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,comswi,45
Apus apus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,5,12,18,B,Eran Banker,NA,NA,NA,NA,35,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,comswi,17
Circaetus gallicus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,0,1,3,A,Eran Banker,Clear Warm,NA,NA,NA,4,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,shteag1,1
Circaetus gallicus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,0,0,1,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,shteag1,0
Columba livia,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,0,0,9,B,Eran Banker,NA,NA,NA,NA,9,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,rocpig,0
Corvus monedula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,12,5,10,A,Eran Banker,Clear Warm,NA,NA,NA,27,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurjac,17
Corvus monedula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,3,2,5,B,Eran Banker,NA,NA,NA,NA,10,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurjac,5
Cecropis daurica,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,0,4,6,B,Eran Banker,NA,NA,NA,NA,10,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,rerswa1,4
Lanius senator,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,0,1,0,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,wooshr1,1
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,0,1,0,A,Eran Banker,Clear Warm,NA,NA,NA,1,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,whsbul1,1
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,0,2,0,B,Eran Banker,NA,NA,NA,NA,2,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,whsbul1,2
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,0,2,4,A,Eran Banker,Clear Warm,NA,NA,NA,6,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,2
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,2,0,0,8,B,Eran Banker,NA,NA,NA,NA,10,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,2
Curruca curruca,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,1,0,0,0,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,leswhi4,1
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,2,2,4,0,A,Eran Banker,Clear Warm,NA,NA,NA,8,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,sarwar1,8
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,2,1,1,0,B,Eran Banker,NA,NA,NA,NA,4,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,sarwar1,4
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,1,3,3,0,A,Eran Banker,Clear Warm,NA,NA,NA,7,clear_warm,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,7
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 3,NA,34.963872,31.657735,20/04/2017 00:00,10:55:00,0,1,1,0,B,Eran Banker,NA,NA,NA,NA,2,NA,NA,0,2,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,2
Apus apus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,5,15,18,A,Eran Banker,Clear hot,NA,NA,NA,38,clear_hot,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,comswi,20
Apus apus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,0,5,8,B,Eran Banker,NA,NA,NA,NA,13,NA,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,comswi,5
Circaetus gallicus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,0,0,1,A,Eran Banker,Clear hot,NA,NA,NA,1,clear_hot,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,shteag1,0
Circaetus gallicus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,0,0,3,B,Eran Banker,NA,NA,NA,NA,3,NA,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,shteag1,0
Garrulus glandarius,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,0,2,2,A,Eran Banker,Clear hot,NA,NA,NA,4,clear_hot,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurjay1,2
Cinnyris osea,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,1,0,0,0,A,Eran Banker,Clear hot,NA,NA,NA,1,clear_hot,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,palsun2,1
Cinnyris osea,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,1,0,0,0,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,palsun2,1
Phoenicurus phoenicurus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,0,1,0,A,Eran Banker,Clear hot,NA,NA,NA,1,clear_hot,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,comred2,1
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,2,0,0,B,Eran Banker,NA,NA,NA,NA,2,NA,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,whsbul1,2
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,2,1,4,A,Eran Banker,Clear hot,NA,NA,NA,7,clear_hot,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,3
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,0,1,2,B,Eran Banker,NA,NA,NA,NA,3,NA,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,1
Streptopelia turtur,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,0,1,0,A,Eran Banker,Clear hot,NA,NA,NA,1,clear_hot,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eutdov,1
Streptopelia turtur,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,0,1,0,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eutdov,1
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,2,2,2,0,A,Eran Banker,Clear hot,NA,NA,NA,6,clear_hot,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,sarwar1,6
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,1,3,3,0,A,Eran Banker,Clear hot,NA,NA,NA,7,clear_hot,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,7
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Far 4,NA,34.969628,31.663506,20/04/2017 00:00,11:58:00,0,2,1,0,B,Eran Banker,NA,NA,NA,NA,3,NA,NA,0,3,0,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,3
Acridotheres tristis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,4,6,0,A,Eran Banker,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,commyn,10
Acridotheres tristis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,2,2,0,B,Eran Banker,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,commyn,4
Anthus trivialis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,1,0,0,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,trepip,1
Apus apus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,7,27,45,A,Eran Banker,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,comswi,34
Chloris chloris,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,2,2,0,A,Eran Banker,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurgre1,4
Chloris chloris,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,2,0,0,B,Eran Banker,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurgre1,2
Columba livia,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,0,12,22,A,Eran Banker,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rocpig,12
Columba livia,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,0,5,4,B,Eran Banker,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rocpig,5
Corvus cornix,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,2,3,2,A,Eran Banker,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,hoocro1,5
Corvus monedula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,0,0,5,B,Eran Banker,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurjac,0
Garrulus glandarius,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,2,2,3,A,Eran Banker,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurjay1,4
Garrulus glandarius,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,1,1,0,B,Eran Banker,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurjay1,2
Iduna pallida,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,1,0,0,0,A,Eran Banker,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eaowar1,1
Cecropis daurica,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,0,4,7,B,Eran Banker,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rerswa1,4
Cinnyris osea,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,1,2,0,0,A,Eran Banker,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,palsun2,3
Cinnyris osea,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,1,1,0,0,B,Eran Banker,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,palsun2,2
Parus major,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,4,2,3,0,A,Eran Banker,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,gretit1,9
Prinia gracilis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,2,1,0,0,A,Eran Banker,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,grapri1,3
Prinia gracilis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,2,0,0,B,Eran Banker,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,grapri1,2
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,2,5,4,4,A,Eran Banker,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,whsbul1,11
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,2,2,0,B,Eran Banker,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,whsbul1,4
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,5,6,6,A,Eran Banker,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eucdov,11
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,5,4,2,6,B,Eran Banker,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eucdov,11
Curruca curruca,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,1,0,0,0,A,Eran Banker,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,leswhi4,1
Curruca curruca,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,0,1,0,0,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,leswhi4,1
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,5,4,2,0,A,Eran Banker,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,sarwar1,11
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,2,2,0,0,B,Eran Banker,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,sarwar1,4
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,4,6,3,2,A,Eran Banker,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurbla,13
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 1,NA,34.945389,31.667441,20/04/2017 00:00,06:25:00,1,1,2,1,B,Eran Banker,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurbla,4
Acridotheres tristis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,4,4,2,A,Eran Banker,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,commyn,8
Columba livia,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,4,2,15,5,A,Eran Banker,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rocpig,21
Columba livia,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,2,2,0,B,Eran Banker,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rocpig,4
Corvus monedula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,4,6,0,A,Eran Banker,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurjac,10
Garrulus glandarius,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,1,1,2,1,A,Eran Banker,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurjay1,4
Garrulus glandarius,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,2,1,2,B,Eran Banker,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurjay1,3
Iduna pallida,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,1,0,0,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eaowar1,1
Cecropis daurica,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,4,2,2,0,B,Eran Banker,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rerswa1,8
