SciName,campaign,year,season,unit,subunit,site,point_name,habitat,orig_lon,orig_lat,date,time,rad_0_20,rad_20_100,rad_100_250,rad_over_250,protocol,monitors_name,comment_weather,comment_disturbances,notes,record_id,total_count,weather_desc,wind,precipitation,temperature,clouds,disturbances,pilot,agriculture,settlements,dunes,land_use,interaction,protocol.version,established,SPECIES_CODE,count_under_250,latitude,longitude
Alectoris chukar,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,False,,Far,,,,,,chukar,2,32.69793,35.00042
Cettia cetti,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,False,,Far,,,,,,cetwar1,1,32.69793,35.00042
Corvus cornix,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,False,,Far,,,,,,hoocro1,1,32.69793,35.00042
Garrulus glandarius,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,False,,Far,,,,,,eurjay1,2,32.69793,35.00042
Parus major,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,2,0,0,,,,,,,2,,,,,,,False,,Far,,,,,,gretit1,2,32.69793,35.00042
Pycnonotus xanthopygos,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,2,0,0,,,,,,,2,,,,,,,False,,Far,,,,,,whsbul1,2,32.69793,35.00042
Streptopelia decaocto,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,3,5,0,,,,,,,8,,,,,,,False,,Far,,,,,,eucdov,8,32.69793,35.00042
Streptopelia turtur,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,False,,Far,,,,,,eutdov,1,32.69793,35.00042
Curruca melanocephala,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,0,4,0,,,,,,,4,,,,,,,False,,Far,,,,,,sarwar1,4,32.69793,35.00042
Troglodytes troglodytes,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,1,1,0,,,,,,,2,,,,,,,False,,Far,,,,,,winwre4,2,32.69793,35.00042
Turdus merula,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 2,,35.00042,32.69793,17/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,False,,Far,,,,,,eurbla,2,32.69793,35.00042
Alectoris chukar,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,08/06/2015 00:00,08:17:00,1,3,0,0,,,,,,,4,,,,,,,False,,Far,,,,,,chukar,4,32.718698,34.983128
Corvus cornix,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,08/06/2015 00:00,08:17:00,0,1,1,0,,,,,,,2,,,,,,,False,,Far,,,,,,hoocro1,2,32.718698,34.983128
Garrulus glandarius,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,08/06/2015 00:00,08:17:00,0,0,1,4,,,,,,,5,,,,,,,False,,Far,,,,,,eurjay1,1,32.718698,34.983128
Curruca melanocephala,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,08/06/2015 00:00,08:17:00,0,5,2,0,,,,,,,7,,,,,,,False,,Far,,,,,,sarwar1,7,32.718698,34.983128
Troglodytes troglodytes,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,08/06/2015 00:00,08:17:00,0,0,1,0,,,,,,,1,,,,,,,False,,Far,,,,,,winwre4,1,32.718698,34.983128
Turdus merula,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,08/06/2015 00:00,08:17:00,0,1,0,0,,,,,,,1,,,,,,,False,,Far,,,,,,eurbla,1,32.718698,34.983128
Corvus cornix,T2,2017,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,24/05/2017 00:00,09:30:00,0,2,0,0,A,Sassi Haham,,,,,2,,,,,,,False,,Far,,,,,,hoocro1,2,32.718698,34.983128
Corvus cornix,T2,2017,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,24/05/2017 00:00,09:30:00,0,0,0,1,B,Sassi Haham,,,,,1,,,,,,,False,,Far,,,,,,hoocro1,0,32.718698,34.983128
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,24/05/2017 00:00,09:30:00,0,1,0,0,A,Sassi Haham,,,,,1,,,,,,,False,,Far,,,,,,sarwar1,1,32.718698,34.983128
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,24/05/2017 00:00,09:30:00,0,4,2,0,B,Sassi Haham,,,,,6,,,,,,,False,,Far,,,,,,sarwar1,6,32.718698,34.983128
Falco tinnunculus,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,12/05/2019 00:00,08:40:00,0,0,1,0,B,Sassi Haham,בהיר,,,,1,clear,,0.0,,0.0,,False,,Far,,,,,,eurkes,1,32.718698,34.983128
Prinia gracilis,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,12/05/2019 00:00,08:40:00,0,1,0,0,A,Sassi Haham,בהיר,,,,1,clear,,0.0,,0.0,,False,,Far,,,,,,grapri1,1,32.718698,34.983128
Prinia gracilis,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,12/05/2019 00:00,08:40:00,0,1,0,0,B,Sassi Haham,בהיר,,,,1,clear,,0.0,,0.0,,False,,Far,,,,,,grapri1,1,32.718698,34.983128
Streptopelia decaocto,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,12/05/2019 00:00,08:40:00,0,0,1,0,A,Sassi Haham,בהיר,,,,1,clear,,0.0,,0.0,,False,,Far,,,,,,eucdov,1,32.718698,34.983128
Curruca melanocephala,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,12/05/2019 00:00,08:40:00,0,2,0,0,A,Sassi Haham,בהיר,,,,2,clear,,0.0,,0.0,,False,,Far,,,,,,sarwar1,2,32.718698,34.983128
Curruca melanocephala,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,12/05/2019 00:00,08:40:00,0,1,0,0,B,Sassi Haham,בהיר,,,,1,clear,,0.0,,0.0,,False,,Far,,,,,,sarwar1,1,32.718698,34.983128
Turdus merula,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,12/05/2019 00:00,08:40:00,0,2,0,0,A,Sassi Haham,בהיר,,,,2,clear,,0.0,,0.0,,False,,Far,,,,,,eurbla,2,32.718698,34.983128
Apus apus,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,0,1,0,B,Eliraz Dvir,,,,,1,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,comswi,1,32.718698,34.983128
Corvus cornix,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,1,0,0,B,Eliraz Dvir,,,,,1,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,hoocro1,1,32.718698,34.983128
Falco tinnunculus,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,0,0,2,B,Eliraz Dvir,,,,,2,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,eurkes,0,32.718698,34.983128
Hirundo rustica,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,1,0,0,B,Eliraz Dvir,,,,,1,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,barswa,1,32.718698,34.983128
Merops apiaster,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,2,0,0,A,Eliraz Dvir,,,,,2,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,eubeat1,2,32.718698,34.983128
Merops apiaster,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,15,0,0,B,Eliraz Dvir,,,,,15,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,eubeat1,15,32.718698,34.983128
Neophron percnopterus,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,0,1,0,B,Eliraz Dvir,,,,,1,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,egyvul1,1,32.718698,34.983128
Prinia gracilis,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,1,0,0,A,Eliraz Dvir,,,,,1,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,grapri1,1,32.718698,34.983128
Curruca crassirostris,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,1,0,0,0,A,Eliraz Dvir,,,,,1,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,eaowar2,1,32.718698,34.983128
Curruca melanocephala,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,5,0,0,A,Eliraz Dvir,,,,,5,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,sarwar1,5,32.718698,34.983128
Turdus merula,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,2,0,0,0,A,Eliraz Dvir,,,,,2,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,eurbla,2,32.718698,34.983128
Turdus merula,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 3,,34.983128,32.718698,23/04/2021 00:00,08:59:00,0,0,3,0,A,Eliraz Dvir,,,,,3,,1.0,0.0,2.0,,,False,,Far,,,yes,1.4,2013.0,eurbla,3,32.718698,34.983128
Alectoris chukar,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,08/06/2015 00:00,05:28:00,0,6,3,0,,,,,,,9,,,,,,,False,,Far,,,,,,chukar,9,32.708698,34.974059
Prinia gracilis,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,08/06/2015 00:00,05:28:00,0,1,0,0,,,,,,,1,,,,,,,False,,Far,,,,,,grapri1,1,32.708698,34.974059
Streptopelia decaocto,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,08/06/2015 00:00,05:28:00,0,1,0,0,,,,,,,1,,,,,,,False,,Far,,,,,,eucdov,1,32.708698,34.974059
Curruca melanocephala,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,08/06/2015 00:00,05:28:00,0,6,0,0,,,,,,,6,,,,,,,False,,Far,,,,,,sarwar1,6,32.708698,34.974059
Turdus merula,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,08/06/2015 00:00,05:28:00,0,0,1,1,,,,,,,2,,,,,,,False,,Far,,,,,,eurbla,1,32.708698,34.974059
Corvus cornix,T2,2017,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,24/05/2017 00:00,05:54:00,0,0,1,0,B,Sassi Haham,,,,,1,,,,,,,False,,Far,,,,,,hoocro1,1,32.708698,34.974059
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,24/05/2017 00:00,05:54:00,0,2,0,0,A,Sassi Haham,,,,,2,,,,,,,False,,Far,,,,,,eucdov,2,32.708698,34.974059
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,24/05/2017 00:00,05:54:00,0,1,0,0,B,Sassi Haham,,,,,1,,,,,,,False,,Far,,,,,,eucdov,1,32.708698,34.974059
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,24/05/2017 00:00,05:54:00,2,2,0,0,A,Sassi Haham,,,,,4,,,,,,,False,,Far,,,,,,sarwar1,4,32.708698,34.974059
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,24/05/2017 00:00,05:54:00,2,0,0,0,B,Sassi Haham,,,,,2,,,,,,,False,,Far,,,,,,sarwar1,2,32.708698,34.974059
Columba livia,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,12/05/2019 00:00,06:26:00,0,0,3,0,B,Sassi Haham,בהיר,,,,3,clear,,0.0,,0.0,,False,,Far,,,,,,rocpig,3,32.708698,34.974059
Merops apiaster,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,12/05/2019 00:00,06:26:00,0,11,0,0,B,Sassi Haham,בהיר,,,,11,clear,,0.0,,0.0,,False,,Far,,,,,,eubeat1,11,32.708698,34.974059
Psittacula krameri,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,12/05/2019 00:00,06:26:00,0,0,1,0,A,Sassi Haham,בהיר,,,,1,clear,,0.0,,0.0,,False,,Far,,,,,,rorpar,1,32.708698,34.974059
Streptopelia decaocto,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,12/05/2019 00:00,06:26:00,0,2,0,0,A,Sassi Haham,בהיר,,,,2,clear,,0.0,,0.0,,False,,Far,,,,,,eucdov,2,32.708698,34.974059
Streptopelia decaocto,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,12/05/2019 00:00,06:26:00,0,1,1,0,B,Sassi Haham,בהיר,,,,2,clear,,0.0,,0.0,,False,,Far,,,,,,eucdov,2,32.708698,34.974059
Curruca melanocephala,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,12/05/2019 00:00,06:26:00,0,1,0,0,A,Sassi Haham,בהיר,,,,1,clear,,0.0,,0.0,,False,,Far,,,,,,sarwar1,1,32.708698,34.974059
Curruca melanocephala,T3,2019,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,12/05/2019 00:00,06:26:00,0,1,0,0,B,Sassi Haham,בהיר,,,,1,clear,,0.0,,0.0,,False,,Far,,,,,,sarwar1,1,32.708698,34.974059
Alectoris chukar,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,0,2,0,0,A,Eliraz Dvir and Yoav Barak,,,,,2,,2.0,0.0,1.0,,,False,,Far,,,yes,1.4,2013.0,chukar,2,32.708698,34.974059
Apus apus,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,0,9,0,0,A,Eliraz Dvir and Yoav Barak,,,,,9,,2.0,0.0,1.0,,,False,,Far,,,yes,1.4,2013.0,comswi,9,32.708698,34.974059
Apus apus,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,1,0,0,0,A,Eliraz Dvir and Yoav Barak,,,,,1,,2.0,0.0,1.0,,,False,,Far,,,yes,1.4,2013.0,comswi,1,32.708698,34.974059
Apus apus,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,1,0,0,0,B,Eliraz Dvir and Yoav Barak,,,,,1,,2.0,0.0,1.0,,,False,,Far,,,,1.4,2013.0,comswi,1,32.708698,34.974059
Linaria cannabina,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,1,0,0,0,A,Eliraz Dvir and Yoav Barak,,,,,1,,2.0,0.0,1.0,,,False,,Far,,,yes,1.4,2013.0,eurlin1,1,32.708698,34.974059
Emberiza hortulana,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,1,0,0,0,A,Eliraz Dvir and Yoav Barak,,,,,1,,2.0,0.0,1.0,,,False,,Far,,,yes,1.4,2013.0,ortbun1,1,32.708698,34.974059
Parus major,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,2,0,0,0,B,Eliraz Dvir and Yoav Barak,,,,,2,,2.0,0.0,1.0,,,False,,Far,,,,1.4,2013.0,gretit1,2,32.708698,34.974059
Streptopelia decaocto,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,0,3,0,0,A,Eliraz Dvir and Yoav Barak,,,,,3,,2.0,0.0,1.0,,,False,,Far,,,yes,1.4,2013.0,eucdov,3,32.708698,34.974059
Curruca communis,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,0,1,0,0,A,Eliraz Dvir and Yoav Barak,,,,,1,,2.0,0.0,1.0,,,False,,Far,,,yes,1.4,2013.0,grewhi1,1,32.708698,34.974059
Curruca melanocephala,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,0,4,0,0,A,Eliraz Dvir and Yoav Barak,,,,,4,,2.0,0.0,1.0,,,False,,Far,,,yes,1.4,2013.0,sarwar1,4,32.708698,34.974059
Curruca melanocephala,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,4,0,0,0,B,Eliraz Dvir and Yoav Barak,,,,,4,,2.0,0.0,1.0,,,False,,Far,,,,1.4,2013.0,sarwar1,4,32.708698,34.974059
Turdus merula,T4,2021,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4,,34.974059,32.708698,23/04/2021 00:00,06:45:00,0,2,0,0,A,Eliraz Dvir and Yoav Barak,,,,,2,,2.0,0.0,1.0,,,False,,Far,,,yes,1.4,2013.0,eurbla,2,32.708698,34.974059
Circaetus gallicus,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4a,,35.00459,32.69519,17/06/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,False,,Far,,,,,,shteag1,0,32.69519,35.00459
Corvus cornix,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4a,,35.00459,32.69519,17/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,False,,Far,,,,,,hoocro1,1,32.69519,35.00459
Cinnyris osea,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4a,,35.00459,32.69519,17/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,False,,Far,,,,,,palsun2,1,32.69519,35.00459
Streptopelia decaocto,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4a,,35.00459,32.69519,17/06/2012 00:00,,0,0,1,2,,,,,,,3,,,,,,,False,,Far,,,,,,eucdov,1,32.69519,35.00459
Streptopelia turtur,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4a,,35.00459,32.69519,17/06/2012 00:00,,0,0,0,1,,,,,,,1,,,,,,,False,,Far,,,,,,eutdov,0,32.69519,35.00459
Curruca melanocephala,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4a,,35.00459,32.69519,17/06/2012 00:00,,1,2,2,0,,,,,,,5,,,,,,,False,,Far,,,,,,sarwar1,5,32.69519,35.00459
Troglodytes troglodytes,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4a,,35.00459,32.69519,17/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,False,,Far,,,,,,winwre4,1,32.69519,35.00459
Turdus merula,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Far 4a,,35.00459,32.69519,17/06/2012 00:00,,0,0,3,0,,,,,,,3,,,,,,,False,,Far,,,,,,eurbla,3,32.69519,35.00459
Bubulcus ibis,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,1,0,3,,,,,,,4,,,,,,,False,,Near,,,,,,categr,1,32.700462,34.993374
Chloris chloris,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,2,0,0,,,,,,,2,,,,,,,False,,Near,,,,,,eurgre1,2,32.700462,34.993374
Corvus cornix,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,0,1,0,,,,,,,1,,,,,,,False,,Near,,,,,,hoocro1,1,32.700462,34.993374
Garrulus glandarius,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,False,,Near,,,,,,eurjay1,1,32.700462,34.993374
Cecropis daurica,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,12,0,0,,,,,,,12,,,,,,,False,,Near,,,,,,rerswa1,12,32.700462,34.993374
Cinnyris osea,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,4,0,0,0,,,,,,,4,,,,,,,False,,Near,,,,,,palsun2,4,32.700462,34.993374
Passer domesticus,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,False,,Near,,,,,,houspa,1,32.700462,34.993374
Pycnonotus xanthopygos,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,1,2,0,0,,,,,,,3,,,,,,,False,,Near,,,,,,whsbul1,3,32.700462,34.993374
Spilopelia senegalensis,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,False,,Near,,,,,,laudov1,1,32.700462,34.993374
Streptopelia decaocto,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,0,3,0,,,,,,,3,,,,,,,False,,Near,,,,,,eucdov,3,32.700462,34.993374
Curruca melanocephala,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,1,4,0,0,,,,,,,5,,,,,,,False,,Near,,,,,,sarwar1,5,32.700462,34.993374
Turdus merula,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,2,1,0,,,,,,,3,,,,,,,False,,Near,,,,,,eurbla,3,32.700462,34.993374
Upupa epops,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,1,0,0,,,,,,,1,,,,,,,False,,Near,,,,,,hoopoe,1,32.700462,34.993374
Circaetus gallicus,T0,2012,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,17/06/2012 00:00,,0,0,2,0,,,,,,,2,,,,,,,False,,Near,,,,,,shteag1,2,32.700462,34.993374
Accipiter nisus,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,08/06/2015 00:00,06:02:00,1,0,0,0,,,,,,,1,,,,,,,False,,Near,,,,,,eurspa1,1,32.700462,34.993374
Acridotheres tristis,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,08/06/2015 00:00,06:02:00,1,0,0,0,,,,,,,1,,,,,,,False,,Near,,,,,,commyn,1,32.700462,34.993374
Bubulcus ibis,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,08/06/2015 00:00,06:02:00,0,0,0,2,,,,,,,2,,,,,,,False,,Near,,,,,,categr,0,32.700462,34.993374
Columba livia,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,08/06/2015 00:00,06:02:00,0,6,10,0,,,,,,,16,,,,,,,False,,Near,,,,,,rocpig,16,32.700462,34.993374
Corvus cornix,T1,2015,Spring,Mediterranean Maquis,Carmel,Nir Etzion,Nir Etzion Near 1,,34.993374,32.700462,08/06/2015 00:00,06:02:00,0,0,2,0,,,,,,,2,,,,,,,False,,Near,,,,,,hoocro1,2,32.700462,34.993374
